岗位id,城市,公司全名,公司缩写,福利待遇,工作地点,学历要求,工作类型,发布时间,职位名称,薪资,工作年限,公司类型,公司规模,公司阶段
6413119,北京,北京夜神数娱科技有限公司,夜神数娱,"['顶级团队', '弹性工作', '带薪年假', '14.6薪']",海淀区,本科,运营|编辑|客服类,15:19发布,数据分析运营,10k-15k,1-3年,移动互联网,150-500人,C轮
5185471,北京,中科易研（北京）科技股份公司,e调研,"['带薪年假', '年度旅游', '扁平管理', '领导好']",西城区,本科,开发|测试|运维类,3天前发布,数据分析实习生,2k-4k,应届毕业生,数据服务,50-150人,不需要融资
6359917,北京,厦门章鱼互动网络科技有限公司,章鱼直播平台,[],朝阳区,本科,产品|需求|项目类,2019/9/11,数据分析总监,25k-35k,3-5年,文娱丨内容,15-50人,未融资
5657757,北京,壹能（北京）网络科技有限公司,电池中国网,"['年底双薪', '带薪年假', '定期体检', '年度旅游']",通州区,本科,产品|需求|项目类,2019/9/5,行业数据分析员,5k-8k,1-3年,企业服务,15-50人,未融资
6323665,北京,北京盖娅互娱网络科技股份有限公司,盖娅互娱,"['史上最牛团队', '五险一金', '超豪华办公室', '弹性工作']",朝阳区,本科,产品|需求|项目类,1天前发布,数据分析专员,8k-15k,应届毕业生,游戏,500-2000人,上市公司
5827055,南昌,仁和（集团）发展有限公司,仁和集团,"['五险一金', '通讯津贴', '带薪年假', '绩效奖金']",青山湖区,不限,产品|需求|项目类,3天前发布,数据分析工程师,6k-12k,应届毕业生,医疗丨健康,2000人以上,上市公司
5347836,福州,戎易商智（北京）科技有限公司,戎易商智（北京）科技有限公司,[],鼓楼区,本科,商业服务|专业服务,2天前发布,数据分析师实习生,2k-3k,不限,数据服务,15-50人,未融资
6404378,杭州,杭州蓝享网络科技有限公司,蓝享网络科技,"['扁平管理', '技能培训', '领导好', '岗位晋升']",滨江区,大专,综合职能|高级管理,2019/9/15,助理/文员/数据分析员,4k-8k,应届毕业生,电商,50-150人,未融资
6383005,深圳,深圳市环球易购电子商务有限公司,环球易购,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",南山区,本科,开发|测试|运维类,2019/9/12,管培生-数据分析方向（2020届校园招聘）,4k-7k,应届毕业生,电商,2000人以上,上市公司
6171552,北京,五八企服（北京）信息技术有限公司,58企服,"['年底双薪', '带薪年假', '定期体检', '绩效奖金']",朝阳区,本科,产品|需求|项目类,2019/9/11,数据分析实习生,3k-4k,应届毕业生,企业服务,150-500人,A轮
6011531,武汉,杭州海康威视数字技术股份有限公司武汉研发中心,海康威视武汉研发中心,"['技能培训', '带薪年假', '岗位晋升', '管理规范']",洪山区,本科,产品|需求|项目类,2019/9/7,数据分析工程师,10k-15k,3-5年,"信息安全,数据服务",2000人以上,上市公司
3827198,上海,上海麦图信息科技有限公司,麦图科技,"['技能培训', '岗位晋升', '扁平管理', '领导好']",长宁区,本科,开发|测试|运维类,2019/9/11,初级数据分析师（实习岗）,4k-8k,应届毕业生,数据服务,15-50人,A轮
6403202,广州,数字广东网络建设有限公司,数字广东（腾讯投资公司）,"['午餐补助', '定期体检', '通讯津贴', '绩效奖金']",越秀区,本科,开发|测试|运维类,2天前发布,校园招聘-助理数据分析师,8k-15k,应届毕业生,移动互联网,500-2000人,不需要融资
5922358,上海,赛仕软件（北京）有限公司上海分公司,SAS,[],徐汇区,硕士,开发|测试|运维类,3天前发布,数据分析实习,2k-4k,应届毕业生,"企业服务,数据服务",2000人以上,不需要融资
6335077,上海,易空海软件咨询（上海）有限公司,Ekohe 易空海,"['节日礼物', '技能培训', '带薪年假', '管理规范']",静安区,本科,开发|测试|运维类,2019/9/9,Data Scientist-数据分析和挖掘工程师,15k-30k,1-3年,移动互联网,15-50人,不需要融资
5995779,上海,北京京东世纪贸易有限公司,京东集团,"['五险一金', '带薪年假', '免费班车', '定期体检']",长宁区,本科,开发|测试|运维类,1天前发布,SQL数据分析师,15k-25k,3-5年,电商,2000人以上,上市公司
6385338,佛山,广东众图互联网工程设计有限公司,众图互联,"['专项奖金', '带薪年假', '定期体检']",南海区,本科,开发|测试|运维类,2019/9/8,模型数据分析师（房建结构）,10k-20k,不限,"企业服务,数据服务",50-150人,不需要融资
5898069,深圳,腾讯科技（深圳）有限公司,腾讯,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,本科,开发|测试|运维类,2019/9/2,广告数据分析经理,20k-40k,3-5年,社交,2000人以上,上市公司
6340555,杭州,浙江迪欧达实业有限公司,迪欧达,[],滨江区,大专,市场|商务类,3天前发布,数据分析实习,3k-4k,应届毕业生,其他,150-500人,未融资
5979646,北京,北京新锦成科技有限公司,新锦成,[],海淀区,本科,产品|需求|项目类,2019/9/11,数据分析助理,3k-5k,应届毕业生,教育,150-500人,A轮
6298639,成都,成都懂你科技有限公司,懂你,"['专项奖金', '定期体检', '扁平管理', '弹性工作']",高新区,不限,开发|测试|运维类,2019/8/28,数据分析实习生,2k-4k,应届毕业生,"硬件,电商",少于15人,不需要融资
6155959,深圳,石网商务咨询（上海）有限公司,石网商务咨询（上海）有限公司,[],南山区,本科,产品|需求|项目类,2019/8/21,数据分析师/GA 线上媒体,10k-15k,1-3年,"广告营销,数据服务",15-50人,不需要融资
6065808,上海,上海喔噻互联网科技有限公司,收钱吧,"['工程师文化', '年轻朝气', '弹性工作', '股票期权']",普陀区,本科,产品|需求|项目类,1天前发布,风控数据分析,12k-20k,3-5年,移动互联网,500-2000人,C轮
6129423,深圳,深圳依时货拉拉科技有限公司,货拉拉,"['技能培训', '专项奖金', '绩效奖金', '扁平管理']",福田区,大专,运营|编辑|客服类,10:02发布,运营专员-数据(J10448),6k-10k,1-3年,消费生活,2000人以上,D轮及以上
5916231,上海,上海楷青信息技术有限公司,楷青,[],闵行区,不限,开发|测试|运维类,2019/8/24,数据分析实习,2k-3k,应届毕业生,"数据服务,企业服务",少于15人,未融资
6361686,深圳,深圳市客路网络科技有限公司,KLOOK 客路旅行,"['零食水果供应', '带薪年假', '绩效奖金', '扁平管理']",福田区,本科,产品|需求|项目类,09:36发布,产品经理（数据分析）,20k-35k,5-10年,旅游,500-2000人,D轮及以上
6072726,重庆,重庆道微投资管理有限公司,重庆道微投资,"['专项奖金', '弹性工作', '节日礼物', '领导好']",渝北区,本科,产品|需求|项目类,1天前发布,投资数据分析师,4k-6k,不限,金融,15-50人,不需要融资
6369133,北京,北京七天德汇教育科技有限公司,七天教育,[],海淀区,本科,开发|测试|运维类,2019/9/5,数据分析实习生,4k-8k,应届毕业生,教育,500-2000人,B轮
6227744,武汉,武汉小药药医药科技有限公司,小药药集团,"['年底双薪', '定期体检', '带薪年假', '弹性工作']",东湖新技术开发区,大专,运营|编辑|客服类,2019/8/20,数据分析实习生,2k-3k,应届毕业生,医疗丨健康,500-2000人,C轮
6304373,深圳,亿达信息技术（深圳）有限公司,YIDATEC,[],南山区,本科,开发|测试|运维类,14:58发布,数据开发,9k-14k,3-5年,游戏,2000人以上,不需要融资
5903036,成都,成都御顺投资有限公司,御顺投资,"['专项奖金', '午餐补助', '通讯津贴', '带薪年假']",锦江区,大专,开发|测试|运维类,2019/8/27,资深数据分析师,7k-12k,3-5年,金融,500-2000人,不需要融资
6245776,北京,北京云杉世界信息技术有限公司,美菜网,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",朝阳区,本科,市场|商务类,2019/9/9,数据分析高级经理/总监(J14160),20k-40k,5-10年,电商,2000人以上,D轮及以上
6103266,上海,中国科学院上海高等研究院,中科院上海高研院,"['技能培训', '节日礼物', '绩效奖金', '创新人才高地']",浦东新区,硕士,能源矿产|农林牧渔,2019/8/30,能源数据分析助理研究员,10k-18k,不限,"电商,数据服务",500-2000人,不需要融资
6227655,北京,好车酷酷二手车经纪（天津）有限公司,淘车二手车,[],海淀区,本科,开发|测试|运维类,2019/8/28,高级数据分析师,15k-25k,3-5年,电商,2000人以上,A轮
6326188,深圳,深圳来电科技有限公司,来电科技,"['五险一金', '岗位晋升', '扁平管理', '带薪年假']",南山区,本科,产品|需求|项目类,14:06发布,销售数据分析,12k-20k,1-3年,消费生活,500-2000人,不需要融资
6177170,北京,克鲁（北京）网络科技有限公司,Castbox,"['股票期权', '弹性工作', '免费按摩', '住房补助']",朝阳区,本科,开发|测试|运维类,1天前发布,BI数据分析师,12k-22k,1-3年,文娱丨内容,50-150人,B轮
5944958,深圳,鹏元征信有限公司,鹏元征信有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",福田区,本科,开发|测试|运维类,14:04发布,BI数据分析师,15k-20k,3-5年,"金融,数据服务",150-500人,不需要融资
6048284,深圳,深圳市超级猩猩健身管理有限公司,超级猩猩健身,"['岗位晋升', '扁平管理', '五险一金', '带薪年假']",南山区,不限,产品|需求|项目类,10:20发布,商业数据分析师,15k-25k,3-5年,移动互联网,150-500人,D轮及以上
6112422,深圳,中腾信金融信息服务（上海）有限公司,中腾信,"['节日礼物', '年底多薪', '绩效奖金', '岗位晋升']",南山区,本科,金融类,2019/8/27,互联网金融数据分析师,12k-20k,3-5年,金融,2000人以上,不需要融资
3140317,上海,北京国双科技有限公司,Gridsum 国双,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']",静安区,本科,开发|测试|运维类,2019/9/12,高级数据分析师,15k-20k,3-5年,"数据服务,企业服务",500-2000人,上市公司
5726524,广州,广州伊羽霓贸易有限公司,伊羽霓贸易公司,[],白云区,大专,产品|需求|项目类,2019/9/4,数据分析专员,4k-8k,1-3年,电商,15-50人,未融资
6148445,太原,北京筑龙信息技术有限责任公司,筑龙信息,"['节日礼物', '年度调薪', '年度旅游', '岗位晋升']",小店区,本科,开发|测试|运维类,2019/9/2,数据分析工程师,8k-12k,3-5年,移动互联网,150-500人,不需要融资
6333125,成都,深圳罗与克拉松科技有限公司,罗与克拉松,[],武侯区,本科,开发|测试|运维类,2019/8/29,数据分析专家,30k-55k,5-10年,社交,500-2000人,不需要融资
6114830,深圳,腾讯科技（深圳）有限公司,腾讯,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,本科,开发|测试|运维类,10:05发布,腾讯音乐数据分析高级工程师,20k-40k,不限,社交,2000人以上,上市公司
6318858,上海,上海龙婴本铺服装设计有限公司,日本犬印本铺中国唯一正规代理,[],黄浦区,本科,开发|测试|运维类,09:23发布,运营数据分析,7k-10k,1-3年,电商,50-150人,不需要融资
6403824,北京,北京东方恒旭科技发展有限公司,北京东方恒旭科技发展有限公司,[],朝阳区,本科,产品|需求|项目类,08:12发布,高级数据分析师,30k-50k,3-5年,物流丨运输,500-2000人,未融资
6087793,上海,上海至数企业发展有限公司,至数,"['弹性工作', '扁平管理', '专项奖金', '领导好']",徐汇区,不限,产品|需求|项目类,1天前发布,初级数据分析师,5k-10k,应届毕业生,"数据服务,硬件",15-50人,A轮
6112069,上海,顺丰科技有限公司,顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",徐汇区,硕士,开发|测试|运维类,2019/9/12,SFJ-大数据挖掘与分析工程师（数据分析方向）,25k-50k,3-5年,物流丨运输,2000人以上,不需要融资
6061705,深圳,北京京东世纪贸易有限公司,京东集团,"['五险一金', '带薪年假', '免费班车', '定期体检']",宝安区,本科,开发|测试|运维类,2019/9/12,高级数据分析师（用户体验设计）,17k-34k,3-5年,电商,2000人以上,上市公司
6110124,深圳,上海海万信息科技股份有限公司,海万科技,[],福田区,本科,开发|测试|运维类,12:10发布,急招大数据开发,10k-20k,3-5年,金融,500-2000人,不需要融资
6407107,上海,夏晖物流（上海）有限公司,夏晖物流,[],普陀区,本科,开发|测试|运维类,1天前发布,高级数据分析师,15k-25k,5-10年,物联网,500-2000人,不需要融资
5453691,杭州,杭州观数信息科技有限公司,观远数据,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",余杭区,本科,开发|测试|运维类,2019/9/10,数据分析实习生,3k-5k,应届毕业生,"企业服务,数据服务",50-150人,B轮
6332185,北京,北京科创恒利科技有限公司,科创恒利,[],海淀区,本科,开发|测试|运维类,2019/8/26,数据分析工程师,10k-15k,1-3年,企业服务,150-500人,不需要融资
6269305,上海,上海南棠实业有限公司,上海南棠实业有限公司,[],浦东新区,本科,产品|需求|项目类,2019/8/26,数据分析助理,5k-7k,应届毕业生,电商,150-500人,不需要融资
6345707,北京,北京创金启富投资管理有限公司,创金启富,"['节日礼物', '带薪年假', '岗位晋升', '五险一金']",西城区,硕士,产品|需求|项目类,2019/9/9,数据分析师实习生,2k-4k,应届毕业生,金融,15-50人,A轮
6209451,北京,北京金风科创风电设备有限公司,金风科技,"['带薪年假', '节日礼物', '帅哥多', '美女多']",大兴区,硕士,产品|需求|项目类,2019/8/28,数据分析实习,3k-4k,应届毕业生,"硬件,其他",2000人以上,上市公司
3687206,上海,上海海万信息科技股份有限公司,海万科技,[],徐汇区,本科,开发|测试|运维类,13:04发布,大数据开发工程师,12k-20k,3-5年,金融,500-2000人,不需要融资
6151588,广州,佳都新太科技股份有限公司,佳都科技,"['股票期权', '通讯津贴', '定期体检', '交通补助']",天河区,本科,产品|需求|项目类,14:56发布,产品经理（数据分析）,25k-40k,3-5年,数据服务,2000人以上,上市公司
